file,gain,bias,comp,df,viol_rate,step_score,res_slope,ripple_var,switch_step_err_max,switch_step_err_ratio,nonswitch_step_max,nonswitch_step_ratio,sys_幅度失准,sys_频率失准,sys_参考电平失准,mod_衰减器,mod_前置放大器,mod_低频段前置低通滤波器,mod_低频段第一混频器,mod_高频段YTF滤波器,mod_高频段混频器,mod_时钟振荡器,mod_时钟合成与同步网络,mod_本振源（谐波发生器）,mod_本振混频组件,mod_校准源,mod_存储器,mod_校准信号开关,mod_中频放大器,mod_ADC,mod_数字RBW,mod_数字放大器,mod_数字检波器,mod_VBW滤波器,mod_电源模块,mod_未定义/其他,flag_bias,flag_gain,flag_comp,flag_df,flag_viol_rate,flag_step_score,flag_res_slope,flag_ripple_var,flag_switch_step_err_max,flag_switch_step_err_ratio,flag_nonswitch_step_max,flag_nonswitch_step_ratio
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_092.csv,0.8140497267090817,-2.655176215957476,-0.007412423139492308,0.0,0.9729,0.0,1.0916858133102632e-11,0.4642197398863328,0.7030492983745593,1.0,1.5466812214227108,0.4666666666666667,0.21999999978,0.41999999957999995,0.35999999964000007,0.07115531739816561,0.020198928809801852,0.11476664107954988,0.07651109405303326,0.11476664107954988,0.07651109405303326,0.039364957850920645,0.039364957850920645,0.01687069622182313,0.01687069622182313,0.008814078026095356,0.006610558519571516,0.017628156052190713,0.012624330506126158,0.017827084911831884,0.04590665643181995,0.010099464404900926,0.05355776583712328,0.03825554702651663,0.0918133128636399,0.11048201980156243,alarm,alarm,ok,ok,alarm,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_093.csv,0.9485111294576674,0.12458323025951742,-0.006369492166781898,0.0,0.104,0.0,1.9649036637891077e-11,0.11200424809830484,0.6030613858745497,1.0,1.12529834625327,0.37777777777777777,0.21999999977999998,0.41999999958000006,0.35999999964,0.07115531739816561,0.02019892880980185,0.11476664107954987,0.07651109405303326,0.11476664107954987,0.07651109405303326,0.03936495785092065,0.03936495785092065,0.01687069622182314,0.01687069622182314,0.008814078026095353,0.006610558519571514,0.017628156052190706,0.012624330506126154,0.01782708491183188,0.04590665643181996,0.010099464404900924,0.05355776583712328,0.03825554702651663,0.09181331286363992,0.11048201980156243,ok,alarm,ok,ok,warn,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_094.csv,0.955297372171117,-0.9359957046652173,-0.005564682724630066,0.0,0.554,0.0,2.2625316127346288e-11,0.3494923752750924,0.6347238423260158,1.0,1.3484350601004425,0.37777777777777777,0.21999999978,0.41999999957999995,0.35999999964000007,0.07115531739816562,0.020198928809801852,0.11476664107954988,0.07651109405303327,0.11476664107954988,0.07651109405303327,0.03936495785092064,0.03936495785092064,0.016870696221823134,0.016870696221823134,0.008814078026095356,0.006610558519571516,0.017628156052190713,0.012624330506126158,0.017827084911831888,0.04590665643181996,0.010099464404900926,0.05355776583712328,0.03825554702651664,0.0918133128636399,0.11048201980156244,alarm,alarm,ok,ok,alarm,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_095.csv,0.8811638337317163,-3.619649016132849,-0.006769979305309093,0.0,0.9929,0.0,1.8271687377998124e-11,0.4045204801926464,1.0861914198513358,0.5,1.5484158789189442,0.4,0.21999999978,0.41999999957999995,0.35999999964000007,0.0711553173981656,0.020198928809801845,0.11476664107954984,0.07651109405303325,0.11476664107954984,0.07651109405303325,0.03936495785092063,0.03936495785092063,0.016870696221823127,0.016870696221823127,0.008814078026095353,0.006610558519571514,0.017628156052190706,0.012624330506126151,0.017827084911831877,0.04590665643181994,0.010099464404900923,0.05355776583712326,0.038255547026516616,0.09181331286363988,0.1104820198015624,alarm,alarm,ok,ok,alarm,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_096.csv,0.9835864625465112,1.5879405327863483,-0.0049988576589579115,0.0,0.7486,0.0,2.8088747176270186e-11,0.3198662805819159,0.8313789625983924,1.0,1.5872684372440191,0.4,0.21999999978,0.41999999957999995,0.35999999964000007,0.07115531739816564,0.020198928809801855,0.11476664107954988,0.07651109405303326,0.11476664107954988,0.07651109405303326,0.03936495785092064,0.03936495785092064,0.01687069622182313,0.01687069622182313,0.008814078026095355,0.006610558519571517,0.01762815605219071,0.012624330506126158,0.017827084911831884,0.04590665643181996,0.010099464404900928,0.05355776583712329,0.03825554702651663,0.09181331286363989,0.11048201980156243,alarm,alarm,ok,ok,alarm,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_097.csv,0.9891424785681903,0.1190075576484756,-0.005388989573620995,0.0,0.1165,0.0,2.685710310167362e-11,0.14247576611741491,0.5859212451650976,1.0,1.1255543885671904,0.35555555555555557,0.21999999978000004,0.41999999958000006,0.35999999964,0.07115531739816562,0.020198928809801852,0.11476664107954986,0.07651109405303325,0.11476664107954986,0.07651109405303325,0.03936495785092065,0.03936495785092065,0.016870696221823134,0.016870696221823134,0.008814078026095353,0.006610558519571515,0.017628156052190706,0.012624330506126156,0.01782708491183188,0.04590665643181995,0.010099464404900926,0.053557765837123274,0.03825554702651662,0.09181331286363989,0.11048201980156243,ok,alarm,ok,ok,warn,ok,ok,alarm,warn,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_098.csv,0.9637340348884451,-3.0616807076508046,-0.005709091405260214,0.0,0.9924,0.0,1.9308565096931067e-11,0.13028918472823534,1.211614705940177,0.5,1.2154984588395177,0.4444444444444444,0.21999999978,0.41999999958,0.35999999964,0.07115531739816562,0.020198928809801852,0.11476664107954987,0.07651109405303325,0.11476664107954987,0.07651109405303325,0.039364957850920645,0.039364957850920645,0.016870696221823134,0.016870696221823134,0.008814078026095355,0.006610558519571515,0.01762815605219071,0.012624330506126156,0.01782708491183188,0.04590665643181995,0.010099464404900926,0.053557765837123274,0.03825554702651662,0.09181331286363992,0.11048201980156243,alarm,alarm,ok,ok,alarm,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_099.csv,0.9695466298056957,0.10221436769128645,-0.005744830176976745,0.0,0.104,0.0,2.0805428796739527e-11,0.14579208006875694,0.9229265210683911,1.0,1.3323265559829438,0.35555555555555557,0.21999999977999998,0.4199999995800001,0.35999999964,0.07115531739816561,0.020198928809801845,0.11476664107954984,0.07651109405303325,0.11476664107954984,0.07651109405303325,0.03936495785092065,0.03936495785092065,0.016870696221823137,0.016870696221823137,0.008814078026095351,0.006610558519571514,0.017628156052190702,0.012624330506126153,0.01782708491183188,0.04590665643181995,0.010099464404900923,0.05355776583712327,0.03825554702651662,0.09181331286363989,0.11048201980156241,ok,alarm,ok,ok,warn,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_100.csv,0.8974187740207776,-1.3342150467946146,-0.006590218470638343,0.0,0.7407,0.0,1.580796771456398e-11,0.24222915046506668,0.6272815401861658,0.5,1.3255872326886065,0.37777777777777777,0.21999999977999993,0.41999999958,0.35999999963999996,0.0711553173981656,0.02019892880980185,0.1147666410795499,0.07651109405303326,0.1147666410795499,0.07651109405303326,0.03936495785092065,0.03936495785092065,0.016870696221823137,0.016870696221823137,0.008814078026095353,0.006610558519571514,0.017628156052190706,0.012624330506126153,0.017827084911831888,0.045906656431819966,0.010099464404900924,0.05355776583712329,0.03825554702651664,0.09181331286363992,0.11048201980156244,alarm,alarm,ok,ok,alarm,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_101.csv,0.9887488403719233,-1.984799845880762,-0.005331716685555321,0.0,0.8783,0.0,2.6602406480897385e-11,0.2005108826126767,0.6158867999215798,1.0,1.1508169725639532,0.35555555555555557,0.21999999978,0.41999999958,0.3599999996399999,0.07115531739816558,0.020198928809801855,0.11476664107954988,0.07651109405303327,0.11476664107954988,0.07651109405303327,0.039364957850920645,0.039364957850920645,0.016870696221823134,0.016870696221823134,0.008814078026095351,0.0066105585195715124,0.017628156052190702,0.01262433050612616,0.017827084911831884,0.04590665643181995,0.010099464404900928,0.053557765837123274,0.03825554702651663,0.0918133128636399,0.11048201980156243,alarm,alarm,ok,ok,alarm,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_102.csv,0.9844330915851708,1.7504581282744642,-0.0053759011785956545,0.0,0.838,0.0,2.6854161547715582e-11,0.18495655289124951,0.6552503306576576,1.0,1.1222215829091295,0.35555555555555557,0.21999999977999996,0.41999999958,0.35999999963999996,0.07115531739816558,0.020198928809801838,0.11476664107954984,0.07651109405303325,0.11476664107954984,0.07651109405303325,0.03936495785092063,0.03936495785092063,0.01687069622182313,0.01687069622182313,0.008814078026095351,0.006610558519571512,0.017628156052190702,0.01262433050612615,0.017827084911831877,0.04590665643181994,0.010099464404900919,0.05355776583712326,0.038255547026516616,0.09181331286363989,0.11048201980156239,alarm,alarm,ok,ok,alarm,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_103.csv,0.9555648899105051,0.051207714045654065,-0.006056889408197708,0.0,0.1038,0.0,1.961853207658115e-11,0.11217281484393966,0.7425093097868264,0.5,1.306074453302081,0.4444444444444444,0.21999999978,0.41999999958000006,0.35999999964,0.0711553173981656,0.020198928809801852,0.11476664107954987,0.07651109405303325,0.11476664107954987,0.07651109405303325,0.039364957850920645,0.039364957850920645,0.016870696221823137,0.016870696221823137,0.008814078026095353,0.006610558519571514,0.017628156052190706,0.012624330506126156,0.017827084911831884,0.045906656431819945,0.010099464404900926,0.053557765837123274,0.03825554702651662,0.0918133128636399,0.11048201980156243,ok,alarm,ok,ok,warn,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_104.csv,0.940209546737123,0.08867633372927894,-0.006294354573322003,0.0,0.1055,0.0,1.7792213942149608e-11,0.11694418647074135,0.7218254067785876,0.5,1.0506641064302205,0.37777777777777777,0.21999999977999996,0.41999999958,0.35999999964,0.07115531739816564,0.02019892880980185,0.11476664107954991,0.07651109405303327,0.11476664107954991,0.07651109405303327,0.03936495785092066,0.03936495785092066,0.016870696221823137,0.016870696221823137,0.008814078026095358,0.006610558519571517,0.017628156052190716,0.012624330506126154,0.017827084911831888,0.045906656431819966,0.010099464404900924,0.05355776583712329,0.03825554702651664,0.09181331286363995,0.11048201980156246,ok,alarm,ok,ok,warn,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_105.csv,0.9805783827338856,-0.4438861163395786,-0.005949691466263639,0.0,0.3043,0.0,2.375677751911209e-11,0.08514072631577028,0.841968453646719,1.0,1.1596716258423307,0.3333333333333333,0.21999999977999996,0.41999999958,0.35999999964,0.0711553173981656,0.02019892880980184,0.11476664107954986,0.07651109405303325,0.11476664107954986,0.07651109405303325,0.039364957850920645,0.039364957850920645,0.016870696221823134,0.016870696221823134,0.008814078026095353,0.006610558519571513,0.017628156052190706,0.012624330506126151,0.01782708491183188,0.04590665643181995,0.01009946440490092,0.053557765837123274,0.03825554702651663,0.0918133128636399,0.11048201980156241,warn,alarm,ok,ok,alarm,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_106.csv,0.996240909212108,-3.388000518941769,-0.0055969329084981645,0.0,0.995,0.0,2.234977417690644e-11,0.10507583189289463,0.874654152944359,1.0,1.261628084332413,0.35555555555555557,0.21999999977999998,0.41999999958,0.35999999964,0.07115531739816561,0.020198928809801852,0.11476664107954988,0.07651109405303326,0.11476664107954988,0.07651109405303326,0.039364957850920645,0.039364957850920645,0.016870696221823134,0.016870696221823134,0.008814078026095355,0.006610558519571515,0.01762815605219071,0.012624330506126156,0.017827084911831884,0.04590665643181995,0.010099464404900926,0.05355776583712328,0.03825554702651663,0.0918133128636399,0.11048201980156243,alarm,alarm,ok,ok,alarm,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_107.csv,1.007979413772076,-1.8996118608776085,-0.005028112631420445,0.0,0.8456,0.0,3.0725572395711796e-11,0.1696942175841531,1.065897806204154,1.0,1.3527366448763067,0.28888888888888886,0.21999999977999993,0.41999999958,0.35999999963999996,0.07115531739816558,0.02019892880980184,0.11476664107954987,0.07651109405303326,0.11476664107954987,0.07651109405303326,0.039364957850920645,0.039364957850920645,0.016870696221823134,0.016870696221823134,0.008814078026095351,0.006610558519571513,0.017628156052190702,0.012624330506126151,0.017827084911831884,0.04590665643181995,0.01009946440490092,0.053557765837123274,0.03825554702651663,0.0918133128636399,0.11048201980156241,alarm,alarm,ok,ok,alarm,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_108.csv,1.0222584492834004,2.4427691520196064,-0.004340009160933356,0.0,0.9637,0.0,2.934265609566215e-11,0.2051891899161713,1.0832868392613213,1.0,1.4076411273050267,0.37777777777777777,0.21999999978,0.41999999957999995,0.35999999964,0.07115531739816562,0.020198928809801852,0.11476664107954988,0.07651109405303325,0.11476664107954988,0.07651109405303325,0.03936495785092064,0.03936495785092064,0.01687069622182313,0.01687069622182313,0.008814078026095355,0.006610558519571516,0.01762815605219071,0.012624330506126158,0.017827084911831884,0.04590665643181996,0.010099464404900926,0.05355776583712329,0.03825554702651663,0.0918133128636399,0.11048201980156244,alarm,alarm,ok,ok,alarm,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_109.csv,0.9339748082969457,-0.840905037896018,-0.00635281081211464,0.0,0.4671,0.0,1.89950366220747e-11,0.125978294383867,1.224303342141523,1.0,1.3721852587525898,0.3333333333333333,0.21999999977999998,0.41999999958,0.35999999964,0.07115531739816561,0.020198928809801852,0.1147666410795499,0.07651109405303326,0.1147666410795499,0.07651109405303326,0.03936495785092065,0.03936495785092065,0.016870696221823137,0.016870696221823137,0.008814078026095355,0.006610558519571516,0.01762815605219071,0.012624330506126154,0.017827084911831884,0.04590665643181996,0.010099464404900926,0.05355776583712328,0.03825554702651663,0.09181331286363992,0.11048201980156244,alarm,alarm,ok,ok,alarm,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_110.csv,0.9930053219701351,0.10028455144759763,-0.00521983563146633,0.0,0.1132,0.0,2.44240226003538e-11,0.14415284210405407,0.6040488967273596,0.5,1.453642491257701,0.4666666666666667,0.21999999977999998,0.41999999958,0.35999999964,0.0711553173981656,0.020198928809801845,0.11476664107954986,0.07651109405303325,0.11476664107954986,0.07651109405303325,0.039364957850920645,0.039364957850920645,0.016870696221823134,0.016870696221823134,0.008814078026095351,0.006610558519571513,0.017628156052190702,0.012624330506126153,0.017827084911831877,0.04590665643181995,0.010099464404900923,0.053557765837123274,0.03825554702651662,0.09181331286363989,0.11048201980156241,ok,alarm,ok,ok,warn,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_111.csv,0.9327287037302482,-3.7099579122239796,-0.006487315581929387,0.0,0.9963,0.0,1.8767138022853323e-11,0.13294008226686255,0.7418607677932805,1.0,1.3491864318581044,0.4444444444444444,0.21999999978,0.41999999958,0.35999999964,0.07115531739816561,0.020198928809801852,0.11476664107954987,0.07651109405303326,0.11476664107954987,0.07651109405303326,0.039364957850920645,0.039364957850920645,0.016870696221823134,0.016870696221823134,0.008814078026095353,0.006610558519571514,0.017628156052190706,0.012624330506126158,0.017827084911831884,0.04590665643181995,0.010099464404900926,0.053557765837123274,0.03825554702651663,0.0918133128636399,0.11048201980156241,alarm,alarm,ok,ok,alarm,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_112.csv,0.9073422440405997,0.12096965852292722,-0.0064670544722550405,0.0,0.1278,0.0,1.949419933830631e-11,0.267522135733526,0.7533648088654664,1.0,1.2899315192333127,0.37777777777777777,0.21999999977999998,0.41999999958000006,0.35999999964000007,0.07115531739816562,0.020198928809801845,0.11476664107954986,0.07651109405303325,0.11476664107954986,0.07651109405303325,0.039364957850920645,0.039364957850920645,0.016870696221823137,0.016870696221823137,0.008814078026095355,0.006610558519571516,0.01762815605219071,0.012624330506126154,0.01782708491183188,0.045906656431819945,0.010099464404900923,0.05355776583712327,0.03825554702651662,0.09181331286363989,0.11048201980156241,ok,alarm,ok,ok,warn,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_113.csv,0.9096954073339515,1.6266766503272307,-0.006276072393409438,0.0,0.7283,0.0,1.912621821082122e-11,0.3075181281851198,1.0446986117296755,1.0,1.2646702783754906,0.4,0.21999999978,0.41999999957999995,0.35999999964000007,0.07115531739816562,0.02019892880980186,0.11476664107954987,0.07651109405303326,0.11476664107954987,0.07651109405303326,0.039364957850920645,0.039364957850920645,0.01687069622182313,0.01687069622182313,0.008814078026095356,0.006610558519571516,0.017628156052190713,0.01262433050612616,0.017827084911831884,0.04590665643181996,0.01009946440490093,0.05355776583712328,0.03825554702651663,0.09181331286363992,0.11048201980156244,alarm,alarm,ok,ok,alarm,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_114.csv,0.9496929007884246,-3.9158422826284895,-0.006328366577044164,0.0,0.9987,0.0,1.9386254926160282e-11,0.11646824185832616,0.7588097909648956,1.0,1.2720630529370638,0.26666666666666666,0.21999999978,0.41999999958000006,0.35999999964,0.07115531739816561,0.02019892880980185,0.11476664107954987,0.07651109405303326,0.11476664107954987,0.07651109405303326,0.039364957850920645,0.039364957850920645,0.016870696221823134,0.016870696221823134,0.008814078026095353,0.006610558519571514,0.017628156052190706,0.012624330506126156,0.017827084911831884,0.04590665643181995,0.010099464404900924,0.053557765837123274,0.03825554702651663,0.0918133128636399,0.11048201980156243,alarm,alarm,ok,ok,alarm,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_115.csv,0.9619430639321157,0.04523283249921764,-0.006037557084180523,0.0,0.1039,0.0,2.2025007282588866e-11,0.10617706702599061,0.9888241224378246,1.0,1.2400460563579927,0.3333333333333333,0.21999999977999998,0.41999999958000006,0.35999999964,0.07115531739816564,0.02019892880980186,0.11476664107954992,0.07651109405303329,0.11476664107954992,0.07651109405303329,0.039364957850920666,0.039364957850920666,0.016870696221823144,0.016870696221823144,0.008814078026095356,0.006610558519571518,0.017628156052190713,0.01262433050612616,0.017827084911831888,0.04590665643181997,0.01009946440490093,0.0535577658371233,0.038255547026516644,0.09181331286363993,0.11048201980156247,ok,alarm,ok,ok,warn,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_116.csv,0.9639855657536311,-0.45516481035750017,-0.005404421930404718,0.0,0.396,0.0,2.875845122119769e-11,0.3944670422435463,0.8869175096688522,1.0,1.2276236734784218,0.37777777777777777,0.21999999978,0.41999999957999995,0.35999999964000007,0.07115531739816562,0.02019892880980186,0.1147666410795499,0.07651109405303329,0.1147666410795499,0.07651109405303329,0.03936495785092065,0.03936495785092065,0.016870696221823137,0.016870696221823137,0.008814078026095356,0.006610558519571517,0.017628156052190713,0.01262433050612616,0.017827084911831888,0.04590665643181996,0.01009946440490093,0.05355776583712328,0.03825554702651664,0.09181331286363993,0.11048201980156244,warn,alarm,ok,ok,alarm,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_117.csv,0.9528892280309814,0.7421051554233384,-0.0059271555981139645,0.0,0.3678,0.0,2.2682870168255515e-11,0.1808676177558408,1.0432859397283962,1.0,1.3511012803757356,0.35555555555555557,0.21999999978,0.41999999958,0.35999999964,0.07115531739816561,0.020198928809801852,0.11476664107954986,0.07651109405303325,0.11476664107954986,0.07651109405303325,0.03936495785092064,0.03936495785092064,0.01687069622182313,0.01687069622182313,0.008814078026095351,0.006610558519571514,0.017628156052190702,0.012624330506126156,0.01782708491183188,0.04590665643181995,0.010099464404900926,0.053557765837123274,0.03825554702651662,0.0918133128636399,0.11048201980156241,warn,alarm,ok,ok,alarm,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_118.csv,0.9590382653747683,-3.077469169984554,-0.0048556132926487194,0.0,0.9706,0.0,2.7491505720399877e-11,0.44845961029133885,0.8956642045353016,0.5,1.261651562690691,0.4666666666666667,0.21999999978,0.41999999957999995,0.35999999964000007,0.07115531739816561,0.02019892880980185,0.11476664107954986,0.07651109405303325,0.11476664107954986,0.07651109405303325,0.03936495785092063,0.03936495785092063,0.01687069622182313,0.01687069622182313,0.008814078026095355,0.006610558519571515,0.01762815605219071,0.012624330506126154,0.01782708491183188,0.045906656431819945,0.010099464404900924,0.05355776583712326,0.038255547026516616,0.09181331286363989,0.1104820198015624,alarm,alarm,ok,ok,alarm,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_119.csv,0.9251402537994714,-3.8583276086847462,-0.006583123519279699,0.0,0.9976,0.0,1.8043810480115194e-11,0.14769858552559248,0.5982014072175126,1.0,1.5765521425072997,0.4,0.21999999978,0.41999999958000006,0.35999999964,0.07115531739816561,0.020198928809801852,0.11476664107954986,0.07651109405303325,0.11476664107954986,0.07651109405303325,0.03936495785092065,0.03936495785092065,0.016870696221823137,0.016870696221823137,0.008814078026095355,0.006610558519571514,0.01762815605219071,0.012624330506126156,0.017827084911831884,0.045906656431819945,0.010099464404900926,0.053557765837123274,0.03825554702651662,0.0918133128636399,0.11048201980156241,alarm,alarm,ok,ok,alarm,ok,ok,alarm,warn,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_120.csv,1.022184323144232,0.06685126533946376,-0.004326928871576541,0.0,0.1673,0.0,2.9390289348655594e-11,0.20581354966515528,1.0832868392613213,1.0,1.4076411273050273,0.37777777777777777,0.21999999978000004,0.41999999958000006,0.35999999964,0.07115531739816562,0.020198928809801855,0.11476664107954988,0.07651109405303327,0.11476664107954988,0.07651109405303327,0.03936495785092066,0.03936495785092066,0.01687069622182314,0.01687069622182314,0.008814078026095355,0.006610558519571516,0.01762815605219071,0.012624330506126158,0.017827084911831884,0.04590665643181995,0.010099464404900928,0.053557765837123274,0.03825554702651663,0.09181331286363992,0.11048201980156243,ok,alarm,ok,ok,alarm,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_121.csv,0.9579979567769068,-2.977731639453067,-0.0056255754537386515,0.0,0.9825,0.0,2.1532482354019667e-11,0.22221333623507245,0.8831950642268245,1.0,1.566062526356863,0.3333333333333333,0.21999999977999998,0.41999999957999995,0.35999999963999996,0.07115531739816561,0.020198928809801852,0.11476664107954987,0.07651109405303326,0.11476664107954987,0.07651109405303326,0.03936495785092064,0.03936495785092064,0.016870696221823134,0.016870696221823134,0.008814078026095353,0.006610558519571514,0.017628156052190706,0.012624330506126156,0.01782708491183188,0.04590665643181995,0.010099464404900926,0.053557765837123274,0.03825554702651663,0.09181331286363992,0.11048201980156241,alarm,alarm,ok,ok,alarm,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_122.csv,0.9798152673160231,0.05757674068618423,-0.0059162326130980936,0.0,0.1038,0.0,2.3007386847051998e-11,0.08733120638177364,1.1531345227642138,1.0,1.459085889108111,0.35555555555555557,0.21999999977999998,0.41999999958000006,0.35999999963999996,0.0711553173981656,0.020198928809801845,0.11476664107954986,0.07651109405303325,0.11476664107954986,0.07651109405303325,0.039364957850920645,0.039364957850920645,0.016870696221823134,0.016870696221823134,0.008814078026095351,0.006610558519571513,0.017628156052190702,0.012624330506126153,0.01782708491183188,0.045906656431819945,0.010099464404900923,0.05355776583712327,0.038255547026516616,0.09181331286363989,0.1104820198015624,ok,alarm,ok,ok,warn,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_123.csv,0.9970842132015925,1.3821858138694871,-0.005390376191027002,0.0,0.7112,0.0,2.5181773681433676e-11,0.09207187923754569,0.8978219344527781,0.5,1.2904140588325885,0.4222222222222222,0.21999999978,0.41999999958000006,0.35999999964,0.07115531739816561,0.02019892880980185,0.11476664107954986,0.07651109405303326,0.11476664107954986,0.07651109405303326,0.039364957850920645,0.039364957850920645,0.016870696221823137,0.016870696221823137,0.008814078026095353,0.006610558519571514,0.017628156052190706,0.012624330506126154,0.01782708491183188,0.04590665643181995,0.010099464404900924,0.05355776583712327,0.03825554702651662,0.0918133128636399,0.1104820198015624,alarm,alarm,ok,ok,alarm,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_124.csv,0.9910272913260688,-3.531839789158601,-0.005282411280220334,0.0,0.994,0.0,2.3316484623103067e-11,0.14026404143557347,1.1688595125515606,1.0,1.414282000470089,0.4,0.21999999978,0.41999999957999995,0.35999999964000007,0.07115531739816562,0.020198928809801852,0.11476664107954987,0.07651109405303325,0.11476664107954987,0.07651109405303325,0.03936495785092063,0.03936495785092063,0.016870696221823127,0.016870696221823127,0.008814078026095355,0.006610558519571515,0.01762815605219071,0.012624330506126156,0.01782708491183188,0.04590665643181994,0.010099464404900926,0.05355776583712326,0.038255547026516616,0.09181331286363989,0.1104820198015624,alarm,alarm,ok,ok,alarm,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_125.csv,0.9614909592948957,1.4321000706806188,-0.005865332821661573,0.0,0.6971,0.0,2.353660466992125e-11,0.18264387049168304,0.5994469932218773,0.5,1.245299073105612,0.35555555555555557,0.21999999977999998,0.41999999957999995,0.35999999963999996,0.07115531739816561,0.02019892880980185,0.11476664107954988,0.07651109405303327,0.11476664107954988,0.07651109405303327,0.03936495785092064,0.03936495785092064,0.016870696221823134,0.016870696221823134,0.008814078026095353,0.006610558519571514,0.017628156052190706,0.012624330506126156,0.017827084911831884,0.04590665643181995,0.010099464404900924,0.053557765837123274,0.03825554702651663,0.09181331286363992,0.11048201980156243,alarm,alarm,ok,ok,alarm,ok,ok,alarm,warn,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_126.csv,1.0044929275107222,0.0648742688310051,-0.0048653735109766005,0.0,0.1062,0.0,2.590726435012766e-11,0.14040044041019878,0.5422716713436373,1.0,1.2588174618465313,0.35555555555555557,0.21999999978,0.41999999958000006,0.35999999964,0.0711553173981656,0.02019892880980185,0.11476664107954986,0.07651109405303325,0.11476664107954986,0.07651109405303325,0.039364957850920645,0.039364957850920645,0.016870696221823134,0.016870696221823134,0.008814078026095351,0.006610558519571513,0.017628156052190702,0.012624330506126153,0.01782708491183188,0.045906656431819945,0.010099464404900924,0.053557765837123274,0.03825554702651662,0.09181331286363988,0.11048201980156241,ok,alarm,ok,ok,warn,ok,ok,alarm,warn,alarm,alarm,alarm
